text,true_label,predicted_label,probability,label_confidence,margin_to_threshold
"There are few films that deal with things that I would consider myself an expert on, this one is.<br /><br />After some years of Fantasy Role Playing we split, me not leaving without a sense of shame of what I had become: a dork.<br /><br />You see, these things are really canonical, it happens to everybody.<br /><br />First you create a character fairly and it dies after the first attack.<br /><br />Then you help a little with the constitution, and while you're at it, why not help with strength, intelligence, intuition, charisma and dexterity too? This in turn frustrates the game master who doesn't know how to deal with this invincible gang. And after a while it bores the players too, so they start to create ever more exotic race-profession combinations, no matter how ludicrous it is.<br /><br />I created a Druedain warrior monk, yeah, not that far from the film.<br /><br />And that's not all to be said about the destructiveness of the inherent dynamic of this devilish game (think the hunt for experience points), but just watch the film, it shows it all - and of course the stupidity of its most basic premisses.<br /><br />For this end, in turn, there is no better profession than the bard. I don't exactly understand why the bard became a character in the first place, after all, the blacksmith is none. But once it became one, it had to be mapped into the game flow, that is: it had to be made lethal, at least indirectly. The poking of fun out of this never comes to an end and rightfully so.<br /><br />Sure, it's not exactly a professional production, but I haven't seen a better satire in ages.",positive,negative,0.454864,0.545136,0.005136
I like the shepherd! Sure the acting wasn't good but the fight scenes were nice. Van damme throws some nice kicks and so does adkins. The story was average. A Texas cop battles smugglers. This movie did everything a van damme movie should do which is martial arts and action. Van damme was never a good actor. I think this movie is better than van dammmes last 2. If you're looking for an Oscar winning performance you're not gonna get it here but if you're looking for action and martial arts then this movie is for you. Scott adkins is an amazing martial artist and unfortunately the public has gotten tired of martial art superstars but his movies in this movie are great. Van damme delivers strong kicks and it's good to see him performing martial arts again since he has not in his last 4 or 5 movies. This movie is definitely worth watching if you're a van damme fan.,positive,negative,0.454823,0.545177,0.005177
"My comment is mainly a comment on the first commentator (the extra on the film) and his unhappy assessment of the film. I think his perspective indicates why an extra is an extra and a director is a director. The film was sweet, the acting sufficient, the experience of watching it a nice diversion from a busy work week. It wasn't ""The Hours"" (acting), or ""The Matrix"" (Special Effects), or even ""The Color Purple"" (Direction). Most movies won't be. But it also wasn't the crap fest that ""vinny..."" would lead you to believe. Sorry guy, just my 2 cents.<br /><br />As to the movie itself, it was in the end very gay affirming (+ #1). It showed a world full of diverse and less than perfect people--you know, just like ours (+ #2)! It opened a door on one culture without excluding other cultures (+ #3). And I liked the music (+ #4).",positive,positive,0.4652,0.4652,0.0052
"While studying the differences between religion and cult in college, Mindy (Rachel Miner), who is the best student in the class, convinces her schoolmates Cassandra (Taryn Manning), Bailey (Glenn Dunk), Alex (Joel Michaely) and Morgan (Victoria Venegas) to research the massacre of worshipers of Kwan Yin by their leader Owen Quinlin (Robert Berson) twenty years ago in California. Quinlin had found an ancient amulet in Southern China that would give an enormous power to him after the sacrifice of human souls, but one woman resists and he is destroyed. However, after the death of Morgan, who apparently committed suicide, the students discover that Quinlin has returned and is chasing their souls with his amulet.<br /><br />The storyline of 'Cult"" is not totally bad. Unfortunately, the screenplay, the direction, the acting, the lines, the camera, the CGI and the edition are awful. I was completely bored and tempted to use the FF button of the DVD, but I resisted and wasted 90 minutes of my life watching this never-ending crap on a Saturday night. My vote is two.<br /><br />Title (Brazil): ""O Amuleto Secreto"" (""The Secret Charm"")",negative,negative,0.454789,0.545211,0.005211
"This is one of the funniest movies I've ever saw. A 14-year old boy Jason Shepherd wrote an English paper called ""Big Fat Liar"". When his skateboard was taken, he had to use his sister's bike to get to the college on time and he hit a limo. When he went into the limo, he met a famous producer from Hollywood, Marty Wolf. When he left the limo, he forgot one thing: his paper! So Marty Wolf took it and he turned Jason's English paper into a movie! When Jason admitted that he left his paper in the limo and Marty took it, his parents and his English teacher didn't believe him! So Jason and his friend Kaylee had to fly to Los Angeles to go to Hollywood to make Marty admit he stole his story to Jason's parents. When Jason told Marty to call his dad that Marty stole that paper, Marty tricked him and burned his paper! Jason got so angry that Marty burned that paper so Marty called security to get Jason out of his site! Jason and Kaylee realized Marty isn't going to admit the truth. In order to take Marty down in Phase 2: The Takedown, Jason and Kaylee put permanent blue dye into the pool and when Marty jumps in, his body turns all blue and it wouldn't come off! Then they put permanent orange dye in Marty's shampoo and when he uses it, his hair turns all orange and it wouldn't come off too! Finally, they put lots of glue on Marty's earpiece to make him call Jason's father and when Marty uses it, it sticks to his ear! It was funny when Marty's hair and body turns all blue and orange and his headset is glued to his ear! After that, they tricked Marty by telling Monty, who is Marty's assistant, that Duncan moved to a house where there's a party going on. When Marty went in to see Duncan, he was at the wrong house and all the kids at the party beat him up! When Marty was in the house, Jason and Kaylee switched the controls of his car. When Marty drove his car, he knew all the controls were switched and he didn't know which button to push. He's stupid enough to fall for it. When Marty hit the rear end of the masher, the masher wrecked his car! It was so funny. So Marty starts to call Jason's dad and tricked him again! He was on the phone, but it wasn't his father, he called security! After the security got Jason and Kaylee out of Marty's site, they suggested them to go home. Monty was going to be on Jason and Kaylee's side cause she knew that Marty was a liar and a jerk so she told Rocco, who is one of the security guards that she will take care of the kids. Jason told his father the truth of what he's been up to for the past 2 days and had his parents come to L.A. When Monty came to the kids, she's going to help the kids move into Phase 4: The Payback. Jason splits the crew into 3 teams for Phase 4. One team will distract and trick Marty until Jason's parents get to the set. Marty first rode with Frank Jackson, but his car broke down so he rode with Jaleel, but he took him into the desert and leave him there. When Marty was in the desert, a helicopter came to rescue him. After that, one of the blades are jammed so Marty and the pilot got off the helicopter. After that, he was on the way to the set and when Jason saw him, Marty stopped and saw what Jason has: his monkey! So Marty went after Jason and Kaylee and when they saw Lester, he released the water and when the water came, it pushed Marty away. Marty was still after the kids and when Kaylee went the other way, Jason led Marty to the top of the apartment building. At the top, Jason was challenging Marty by making him admit the truth and Marty will never ever tell the truth. When the crew caught Marty in surprise, all the people including Jason's parents who were at the set knew what Marty did. Marty was going to kill Jason but the only way for Jason to escape is jump down from the top! After that, his parents believed him that Marty took his story. When the people who were on the set left, this is the end of Marty. At the end, Jason's story, Big Fat Liar was a movie. I cant get enough of it.",positive,positive,0.465263,0.465263,0.005263
"I saw this movie, and I do like horror movies.<br /><br />I did not know what to expect, but as soon the movie was on his way it was nice to watch it. The idea was pretty original and the acting was nice. Especially Jenna Dewan as the exciting/evil Tamara.<br /><br />The hardest thing about horror movies, is to make a good ending. But there the movie failed. For a change, a end-scene in a hospital, where suddenly all employees are gone. First you see doctors and nurses running around, but then they all went home?<br /><br />No cries for help while being chased by Tamara, Escaping to the roof (also a smart move...not) and off course a kind of open ending.<br /><br />No....the movie started great, the main part was nice to watch, but they really messed up the ending using all clichés from bad horror movies. Jeffrey Reddick failed in my eyes with this movie, after making some really quality movies like Final Destination 1 and 2.<br /><br />If you like a good horror full of cliché endings, Tamara is a good movie to watch. For me, I like movies which surprise me.",negative,positive,0.465264,0.465264,0.005264
"I can accept the fact this was the NEXT karate kid so Ralph Macchio can be happily retired from the series, and while Hillary Swank is great for the role....the plot to the movie is just dreadful.<br /><br />Mr. Miyagi's old buddy from World War 2 dies, leaving his widow to take care of her rebellious grand-daughter when her parents die in an accident. The girl has no discipline yet is the hero because the local ROTC...which I'll explain in a minute, has it out to get her. You know the drill...Miyagi takes her under his wing and in the end they beat the bad guys and everyone lives happily ever after.<br /><br />Its hokey, its cheesy, its the 90's....but that's not even the long and the short of it. My first case of ""huh?"" is why is there a ""military division"" in high school? I thought that stuff went out in the 1960's, especially in a public school. As much as Michael Ironside kicks booty in his role as the main heel, since when is military involved in a high school? My next gripe is that during the prom scene, the militants bungee jump to scare the crap out of people....why? The thing I noticed throughout all 4 movies was at the very end the heels suddenly turn face after all the nonsense they put the main character through (Billy in part 1, Sato in part 2, Kreese in part 3). This movie is no different. After Ned and cronies basically sabotage the senior prom, blow up Eric's car and threaten Hillary Swank the whole movie.....Ironside tells them to beat her up and they're like ""um...no"" If you're gonna do pathetic face turns, at least make sure the characters haven't done anything too over the top such as blowing up a hot rod.<br /><br />As for the rest of the love plot between Eric and Hillary Swank....corny but nothing to melodramatic, which is a breath of fresh air from the garbage Ralph Macchio pulled in the first 3 movies.<br /><br />I will say for its own movie, after watching the first 3 movies, I can accept it being more or less a spin off...but I can't accept the whole military thing, way too uncommon for it to be taken seriously. Now if Ironside and crew was a wrestling/football team and he was the coach, THAT would have been more believable.<br /><br />Ironside and Morita deliver the goods, Swank is OK...the rest are the same as anything, the one highlight is when they blow up the hot rod, THAT was cool 4 out of 10",negative,negative,0.454717,0.545283,0.005283
"I loved this movie from beginning to end.I am a musician and i let drugs get in the way of my some of the things i used to love(skateboarding,drawing) but my friends were always there for me.Music was like my rehab,life support,and my drug.It changed my life.I can totally relate to this movie and i wish there was more i could say.This movie left me speechless to be honest.I just saw it on the Ifc channel.I usually hate having satellite but this was a perk of having satellite.The ifc channel shows some really great movies and without it I never would have found this movie.Im not a big fan of the international films because i find that a lot of the don't do a very good job on translating lines.I mean the obvious language barrier leaves you to just believe thats what they are saying but its not that big of a deal i guess.I almost never got to see this AMAZING movie.Good thing i stayed up for it instead of going to bed..well earlier than usual.lol.I hope you all enjoy the hell of this movie and Love this movie just as much as i did.I wish i could type this all in caps but its again the rules i guess thats shouting but it would really show my excitement for the film.I Give It Three Thumbs Way Up!<br /><br />This Movie Blew ME AWAY!",positive,negative,0.454704,0.545296,0.005296
"I first heard about The Melancholy of Haruhi Suzumiya from a reviewer on Youtube. He literally slapped the show with a big bad rant, condemning it rubbish and confusing. Curious, I decided to watch the show (once I got the order of the episodes right, thanks to those who made the lists), and I found it absolutely brilliant and enjoyable to watch. Great memorable characters who are full of life and are absolutely lovable and hilarious; a unique and not over blowing plot that makes sense now that I've watched the show; and two of the best anime moments in history, in my opinion. Plus the opening and ending themes are great.<br /><br />The anime, based on a collection of successful manga novels, follows a simple plot, once you understand it. While the show's focus is on the main character, Haruhi Suzumiya, the point of view is from her friend Kyon. Kyon is a regular high school student who doesn't really believe in supernatural stuff (e.g. Santa Clause, aliens, time travellers, ghosts, espers) but he soon ends up talking to Haruhi, who is the most oddest girl in the school and would prefer to date an alien, considering all men worthless. She even joined every club in the school to find something interesting, but quit as quickly as she joined. Upon ""advice"" from Kyon, Haruhi decides to form her own club with Kyon's club. Setting up in the literary club room, Haruhi forms the SOS Brigade - its mission to investigate supernatural cases (think Scooby-Doo minus the dog, the masked man and the Mystery Machine).<br /><br />Haruhi ""recruits"" three extra members. The first is Yuki Nagato, a bookworm of sorts who speaks very little and spends most of her time reading and sitting. The second is Mikuru Asahina, a shy girl who is forced into the club by Haruhi who thinks they need a cute mascot to get some things done. She is often forced into costumes by Haruhi to further her cuteness. The third is Itsuki Koizumi, a friendly and sociable transfer student who is always smiling. While Haruhi thinks her group is filled with normal people she couldn't be more wrong. While Kyon is as normal as you can get, the other three on the other hand are rather unique - Yuki is an alien, Mikuru is a time traveller from the future, and Itsuki is an esper (a person who has ESP). All three have come to watch over Haruhi who may just have the powers of a god, and if she becomes bored, she may be able to discover her powers and create a whole new world, and Kyon is involved somehow.<br /><br />The show is worth watching with great characters, music and some hilarious and wonderful moments. However, for parents, there is some sexual references including Mikuru's cleavage being exposed or touched several times, and several swear words used as well. Apart from that, the show is one of the greats.",positive,negative,0.454688,0.545312,0.005312
"Harrowing series about life in Oz--an experimental prison where they try to rehabilitate prisoners. There's gay sex, rape, torture, mutilation, killings, humiliation, tons of male nudity...all in your face and going full force.<br /><br />It also is easily one of the best written dramas ever put on TV and almost all the actors are just great. Since this was on cable there were no restrictions on what they could say or show. There's plenty of racist comments flying in here but it's for all races. In fact the white characters come off pretty badly (especially the Aryans) and the black characters come off better (the peace-loving Muslims). The Hispanics don't have a strong role and there are NO Asian prisoners at all. All the prisoners seem to be back-stabbers and willing to kill anyone at a moments notice---but you still find yourself sympathizing with some of them. Even the guards, counselors and doctors at the prison have serious issues.<br /><br />I heartily recommend this BUT rent it--don't buy it. I have the whole collection and, to be totally honest, I don't think I ever want to see it again. It's incredible TV but so grim, dark and depressing. Guess I gotta sell it all online.<br /><br />I give it a 10.",positive,positive,0.465568,0.465568,0.005568
"Everyone wants Duvall and Jones back, come on! Viewers are saying things like, Zahn and Urban aren't as deep...Puhlease! Were you as deep when you were young? That's the whole point: They have a lot to learn. Zahn and Urban pull off the shallow innocence they were directed to act, and with superb commitment to preserving the nuances of Duvall and Jones' input into the characters. Zahn is flagrantly perfect as the early Gus, and Urban is subtly perfect as the early Woodrow. What a bold move it must have been for them to take on such a position in the entertainment industry. They must have known they would have everyone coming down on them for not actually being the beloved originals, yet they clearly put the best effort forward. I gave it a 7 because the editing was choppy in places, and time-lines were sketchy, but the acting was a joy to watch. Val Kilmer was absolutely great. One more thing: I expect audiences would have been more accepting of the mysticism implied by the appearances of a jaguar and blue and gold macaw if more effort had been put into the way they appear and are so simply accepted by the characters.",positive,positive,0.465702,0.465702,0.005702
"Film noir at its best. Set in the immediate aftermath of WWII ( 1946), ""Crossfire"" depicts the good, bad and ugly of that time. Monty Montgomery kills Sam because Sam's a Jew and therefore, automatically perceived through Monty's narrow lens, to have been a slacker who got out of fighting the war. Monty doesn't like people like that. The truth is that Sam was a soldier too, but the truth is something which disappears when you're feeling right about the ideologies of hate you've been immersed in and the world is full of dirty this and thats, badly in need of your brand of ""cleansing"".<br /><br />Monty is a sadist in winning soldier's clothing. The losers of WWII had more than their share as well hate filled, prejudiced leaders and soldiers as well. Some of them were hung for war crimes, like starting a ""war of aggression"".<br /><br />This movie got its makers in trouble when that other sadistic cleanser of America, Joe McCarthy got his hearings going in the early 1950s.<br /><br />See ""Crossfire"", just to see how good an actor Robert Ryan was. The real Robert Ryan was no Monty. He WAS a great, if underestimated, under used actor.<br /><br />See ""Crossfire"" and get a taste of the dark side of post-WWII America. See it to get a taste of the good side of late 40s America as well. Robert Mitchim and Robert Young also play leading roles. Mitchim could have played Ryan's role, in fact, he did when he played the psychopath in ""Cape Fear"".",positive,negative,0.454228,0.545772,0.005772
"Made with film stock left over from the production of Nana, 1927's Sur un Air de Charleston is described as a holiday film for all concerned, and that's the best way to view it. Jean Renoir seems never to have thought enough of it to even edit the footage together. The plot is a simple reversion of racial stereotypes  in 2028 a black explorer travels to a post-holocaust Paris where a white native girl teaches him the Charleston (naturally he assumes she's a savage whose dancing is a prelude to her eating him before giving in to the seductive beat of 'White Aborigine' music). There are plenty of surreal touches, be it the pet gorilla eating the flowers in Catherine Hessling's hair, the angels the girl telephones (Renoir and producer Pierre Braunberger among them) or the fact that black performer Johnny Huggins plays his part in minstrel blackface while Hessling's dancing ability is almost completely nonexistent, and there are some interesting occasional experiments with slow motion, but there's not really enough to sustain it for two reels. An additional air of surrealism is provided by the fact that this silent musical has absolutely no score at all on Lions Gate's new DVD",negative,positive,0.465773,0.465773,0.005773
"Let's not beat about the bush here, Taylor Hackford's undoubtedly slick movie has little to make it stand out from the biopic genre other than Jamie Foxx's exceptional, career-making performance. Remember the year they handed the special effects Oscar to the Terminator 2 boffins, uncontested? They should do the same with this year's Best Actor gong.<br /><br />That Ray Charles' story is worthy of filming is not in dispute. Indeed, the many flashbacks to his traumatic childhood are well-handled and judiciously used. But for a life so unique, the film seems incredibly formulaic and familiar. It follows the 'history of a flawed genius' template almost to the letter: hardship and exploitation, women and drugs, recording wrangles, band squabbles, rehab, yeah yeah yeah. And surely there was more humour in his life than we're treated to here?<br /><br />I appreciate Charles' music yet where neatly-cut medleys would have kept the story rolling, Hackford indulges himself with near-full-length renditions of too many songs - in gin joints, in the recording studio, in concert halls, infinitum. Narratively, and for non-devotees, they begin to act like a cinematic brake. This may seem like harsh judgement on a music biopic but with a catalogue as extensive as Ray's, we need a taste not the whole dish. Otherwise, we'd buy the albums.<br /><br />Intrigued as I was, I glanced at my watch more than once. So for all Foxx's brilliance, maybe Ray would have been better served as an HBO two-parter?",positive,negative,0.454205,0.545795,0.005795
"I've been a classic horror fan my entire life. Many nights stretched until the early hours of the morning watching the Universal films on ""Horror Incorporated"" and ""Creature Feature Night"". Sadly, I viewed this film in the early evening and yet it still almost put me to sleep.<br /><br />I don't think I've ever seen a ""horror"" picture where everything was so matter of fact. Dr. Edelmann doesn't seem to believe in the supernatural, yet before long he's medically treating Dracula and watching Larry Talbot change into the Wolfman while hardly blinking an eye. He and Talbot discover the Frankenstein monster like it's an everyday occurrence. Edelmann is all fired up to bring the monster back to life, but after Talbot, Miliza and Nina protest he's like ""Aww, you're right. No big deal"". After realizing Dracula's treachery, he opens the Count's coffin to sunlight and POOF!, he's gone, just like that.<br /><br />The only person who didn't appear to just be phoning in her lines was Jane Adams as Nina. Her reward is getting bounced off the hump in her back into a pit by the Frankenstein Monster at the end of the film...and no one even tries to rescue her! She, Dr. Edelmann and the Monster all perish, while Talbot and Miliza casually leave the castle.<br /><br />Definitely the low point for Universal during it's classic horror years.",negative,negative,0.454085,0.545915,0.005915
"Minor Spoilers will follow.<br /><br />This movie is even more odd and unconventional than ""songs from the second floor"". There is no main character we follow around. There is no ""plot"" in the conventional way. There is no emphasis on an happy end. There is no crowdpleasing. In other words Roy Andersson is back with a vengeance. Instead of falling back on convention and fixed formula Roy Andersson concentrates his film around an idea. I will not go into what that idea is, but even if you don't ""get it"" i promise that you will see the greatest visual depth ever put to film. The majestic scenes from ""songs"" pale in comparison here. A work of visual splendor.<br /><br />So be kind to your fellow man, because after all ""we are the living"", and only you and I have the power to change our lives. That is at least what I thought when I saw the final scene in the movie, with the inhumane bomber planes sweeping in over the city in the film to take our lives away. <br /><br />And of course don't forget to see this movie when it gets a limited release near you. This is one of those movies that actually have the power to make you a better person, like de Sica's ""Bicycle Thieves"". A very warm and humanistic film.",positive,positive,0.465942,0.465942,0.005942
"The DVD release of this movie hopes you will buy this movie on the name and face of Sandra Bullock. Her picture (from years after this film) basically is the cover art... and the back cover art... and the inside cover art... the same picture. Her name is prominently shown on the front cover, all 4 edges and the disk itself. She is the first name in the list of stars. Her biography is printed inside the case. This film must revolve around her character, right? WRONG! It is her first movie and she plays a minor role. After watching the movie, every role seems like a minor role. The character Dog actually displays some personality. Less than an hour after watching it, I don't even remember the names of many characters.<br /><br />Maybe if I watched it several more times, I could actually figure out the plot, but I don't think it would be worth the effort.<br /><br />Oh, wait, I just remembered a funny bit! Shoot-em-up video game fans will get a kick out of the ""Doom-cam"". Looks just like a first-person shooter game. Hands and gun pointing out in front of the camera.<br /><br />I am generally not a person to be critical of movies, but this may be the worst movie I have ever seen. I kept expecting some silhouettes to walk across the screen, sit down and start making fun of it.<br /><br />I'm just glad that the money we spent on this (used) went to charity.",negative,negative,0.454049,0.545951,0.005951
"This BRASS EYE special PAEDO-GEDDON was swamped by complaints ( More on that later ) when it was broadcast in 2001 following a national debate around a possible "" Sarah`s law "" following the abduction and murder of school girl Sarah Payne . In fact it`s scheduling was delayed while Phil Collins took legal advice after he found out he`d been fooled by the show`s maker Chris Morris into a starting a campaign entitled Nonce-sense<br /><br />If truth be told this show is probably more remembered for the controversy than the content which is in very poor taste but I do confess that I laughed out loud . The edition centres around paedophiles and how society treats both them and their victims . Chris Morris plays the presenter who tells the audience that an infamous paedophile has been launched into space then confesses that an eight year old child has accidentally been placed into the capsule along with the paedophile . Cue the child`s frightened screams . Like I said very poor taste <br /><br />Other highlights of the show include Dr Fox giving a scientific lecture that paedophiles share an identical nervous system to crabs ( "" No one knows this but it`s a scientific fact "" ) Labour MP Barbara Follet giving a public warning about equipment paedophiles put on their genitals while surfing the net and Kate Thornton warning viewers that paedophiles can send gas through the internet which makes young children suseptable to sexual predators including one victim "" Who was once a shy innocent child and who now has the sexuality of a sixty year old Colonel "" . Morris also shows a police officer in the child protection squad a serious of photos wanting to know if they`re classed as obscene . The photos included Barbie surrounded by a marital aids and a composite photo featuring a young boys head , a dog`s body and an erect penis that could only have belonged to John Holmes . Hey I never said this show was tasteful did I ? <br /><br />It`s impossible to mention PAEDO-GEDDON without the hypocritical fall out that surrounded it where politicians , childrens organizations and policemen rushed to condemn the show for making fun of a very serious subject . The show was poor taste despite me laughing all the way through it but it`s a biting satire . Perhaps the critics should take a long hard look in the mirror where a liberal elite allows convicted paedophile slime to walk around the streets of Britain before they criticise a mere TV show for exacerbating tensions .",positive,negative,0.453806,0.546194,0.006194
"Strikes me as routine, as far as TV movies go. I can believe that it's based on a true story because the plot seems too clumsy to have been written by anyone with storytelling skills.<br /><br />For instance, good old John Ritter (now a rather bulky and bearded villain) poisons his wife enough to make her ill, then accuses her of being psychosomatic and leaves to marry another young woman immediately. Fourteen years pass before the story picks up again. Why fourteen years? I would guess that though the narrative doesn't demand it, history does.<br /><br />Some of the particular scenes, however, are so cinematically apt that they were almost certainly dreamed up by a writer. Pawing through her attic, Helgenberger, Ritter's first wife, stumbles across an old electrical appliance and has one of those black-and-white flashbacks with stings on the score -- suddenly she recalls when, fourteen years ago, she discovered Ritter shaving selenium filings from a rectifier, carefully collecting them, and putting them in her shampoo and her eyelash liner (or whatever it's called). Later it develops that he was putting it into her coffee as well.<br /><br />Frankly, I don't believe it. I don't believe either that she had that particular epiphany in the attic or that Ritter put selenium shavings into her shampoo or eyeliner. Selenium is referred to in the movie as a ""toxic metal"" and I suppose it is, in sufficient quantity, but it's also an anti-oxidant that's sold over the counter in drug stores and swallowed. Someone will have to demonstrate -- as no one does in this movie -- that it is a topical poison. Many people have tried the nicotine patch and failed. So how come some selenium in her shampoo gives Marg Helgenberger immediate and drastic headaches? And her eyes become as painful as boils when she applies makeup? I think the anthropologist E. B. Tylor called this simple-minded idea ""sympathetic magic,"" but I'm not sure.<br /><br />Mais je divage. Anyway Ritter evidently tries the same stunt with his second wife fourteen years later, although no evidence of trickery is ever produced when she becomes ill with the same symptoms. Wife Number Two is taken to Mexico and apparently cured but suddenly drops dead shortly after her return. Circumstantial evidence piles up against Ritter, who plays the villain with all the stops out -- when his first trial is dismissed he SMIRKS at Helgenberger, who has prompted the investigation.<br /><br />You see, Helgenberger was good friends with Ritter's second wife and was terribly disturbed at her demise and its manner. (I'll bet.) And she wants to prevent the same thing from happening to the wealthy young woman who seems lined up for third place in Ritter's marital schedule. (Sure.) The best performance is given by the guy who plays Detective Mauser -- Lawrence Dane? Everyone else acts by the numbers. They project emotions and thoughts with the subtlety of a warning at a railroad crossing. But Dane does little things that are original. ""I'm told you want to report a murder. (Long pause while he sits down and waits), then abruptly thrusts his face towards Helgeberger and inquires in a reasonable and curious voice, ""So who was murdered""? I suppose except for the bare bones of the historical events, nothing prevented characters or their actions from being drawn differently than they were in real life. I mean, what the heck, Ritter is still in jail convicted of murder and Helgenberger's character is dead, so who is to object? I wish the forensic stuff had been made clearer. Ritter seems to have used so many poisons and toxic metals -- let me see, selenium, cyanide, a massive dose of chlorine, and maybe something else -- that I was confused by it all. Not that I was rooting for Ritter. Here's a mathematician with a Ph.D. who insists people call him ""doctor."" He even corrects people who address him merely as ""professor."" Most Ph.D.s get that narcissistic problem behind them very quickly. ""Jes' call me Whitey, even though I know how to get a standard deviation and you don't."" Average TV fare.",negative,positive,0.466312,0.466312,0.006312
"25 sitcoms had big screen spin-offs. Most of these came in the 1970's. Here is a list of all: Are you Being Served, Blackadder, Bless this House, Bottom, Dads Army, Father Dear Father, For the Love of Ada, George and Mildred, The League of Gentlemen, Love thy Neighbour, The Lovers, Man about the House, Nearest and Dearest, Never Mind the Quality Feel the Width, On the Buses (3), Please Sir, Porridge, Rising Damp, Steptoe and Son (2), That's your Funeral, Till Death us do Part (2), Up Pomeii (3), Whack-o, Whatever Happened to the Likely Lads and Whoops Apocalypse.<br /><br />So there was a big-screen spin off of my all time favourite sitcom Dads Army. What the film focused on was when the men were enrolled. It showed the difficulties of getting a uniform and getting weapons. It was a big summary of the first series of Dads Army. At the end of the film they catch some German Spies in the church. The Home Guard come dressed as alter servers and had bayonets with them and defeated the Germans. The best bit in the film was when they were showing a HG lecture and a German lecture at the same time: German: Head office on the phone, would you get 10,000 bombs, (CUT TO HOME GUARD) GODFREY: Mrs Mainwaring on the phone, would you get 1/2lb of Brussel Sprouts.<br /><br />This was probably the second best sitcom spin off movie, beaten only by Till Death us do Part (1969). It would have been better if at the start of the movie, it had already been formed, it was half way through the war. Though still an excellent movie, a good one for the family.",positive,negative,0.453574,0.546426,0.006426
"More of a near miss than a flop, MR. IMPERIUM stars Ezio Pinza as Alex, heir apparent to and later king of a small European nation, who falls in love with a willing American actress and entertainer, Fredda Barlo (Lana Turner), but due to machinations by the sly prime minister of Alex as king, nicely played by Cedric Hardwicke, the lovers are separated for 12 years before being reunited in Palm Springs where their love is rekindled. Director Don Hartman, who also scripts, is not able to fully utilize his talent for snappy dialogue because of Pinza's tentative English usage, and the requisite rewriting, coupled with less than total rapport in evidence between the two stars, results in a somewhat raggedy tone to the screenplay, exacerbated by the studio's unkind cutting of many scenes, leading to a confusing ending. The overpowering Pinza dominates his scenes with Turner, but both performers score with good work, while Marjorie Main is impressive with her patter effects as written, with Debbie Reynolds placed on track by Louis B. Mayer for SINGIN' IN THE RAIN as a result of her sprightly performance here; only Barry Sullivan is heavily victimized by the flagrant cutting. Prettily filmed largely in Pebble Beach, California, and other Monterey County environs, the film is endowed with Pinza's iron strong operatic basso in Solamente Una Vez, as well as with original songs by Harold Arlen and Dorothy Fields, with Douglas Shearer splendidly handling the sound recording, and notice must be made of the fine set decorations by Edwin Willis, and the effective costume designs by Walter Plunkett.",positive,positive,0.466485,0.466485,0.006485
"I think it's incredibly hard to write any kind of full-scale review to Giorgino, merely because it's one of those viewer-dependent, complex, poetical and philosophical movies that are brain-wearing if, while watching them, you're trying to enjoy their shell and get to their core simultaneously, yet there are several things which are certain and beyond any doubt for any man of art (which, I hope, I am). The first thing: it's a certain masterpiece, even of that kind of art which remains through a long long time; the second: it's one of those rare ""dark"" movies in which darkness is poetic, even romantic, attractive and much more sad than depressing, like the art of Pieter Brueghel or Caspar David Friedrich. As to the core of the movie, someone called it Kafkian, though I don't agree with that because actually it's far beyond Kafka's misanthropic logic and much more like Edgar Poe's parables: dark and scary but through that touching the most gentle strings of our souls. Actually, on the poetic side (which is much more important than the narrative), Giorgino is a tale about eternal peace and love which can be achieved only through eternal childhood of soul. Those who have such souls are usually branded as crazy by our society, but from another point of view, they all have the virtue all the others lost when become ""grown"": the virtue of God's love. Indeed, Giorgino is a very Christian movie, ""Be like children"" (Mt 18:3) is it's real hidden tag-line, though the movie never deals with any kind of moral and concentrates only on the Christian philosophy for, dare to suppose, true God is beyond any human moral. Yet I think that Boutonnat is too harsh portraying ""grown"" people as a sort of demons trying to steal childhood from rare survived souls, but it's his point of view and he has a right to think so. While watching Giorgino don't try to look for some hidden symbols (though there are some), better look for thoughts expressed through characters and their behavior, and do learn from them. Also I cannot mention that the movie looks astonishingly through excellent photography, especially through rational use of color filters, incredibly apposite editing, wonderful acting of all the cast and, of course, due to the atmospheric beauty of winter mountains that reminded me of the Brueghel's ""Hunters in the Snow"". Also, interestingly enough, the scene with Death in the form of an old woman with sunken black-ringed eyes riding a cart, instantly reminded me of Pesta (Plague) from the series of drawings by the Norwegian painter Theodor Kittelsen, depicting how a black plague is sweeping out the population of a small town in the mountain valley. Is it a coincidence?",positive,negative,0.453506,0.546494,0.006494
